Date,Close,% Change,% Change vs Average,Volume
2021-02-10T18:30:00.000Z,"15,173.30",0.44,0.34,"500,100"
2021-02-11T18:30:00.000Z,"15,163.30",-0.07,-0.16,"571,800"
2021-02-14T18:30:00.000Z,"15,314.70",1.0,0.9,"456,000"
2021-02-15T18:30:00.000Z,"15,313.45",-0.01,-0.11,"648,500"
2021-02-16T18:30:00.000Z,"15,208.90",-0.68,-0.78,"504,800"
2021-02-17T18:30:00.000Z,"15,118.95",-0.59,-0.69,"770,600"
2021-02-18T18:30:00.000Z,"14,981.75",-0.91,-1.01,"712,200"
2021-02-21T18:30:00.000Z,"14,675.70",-2.04,-2.14,"609,900"
2021-02-22T18:30:00.000Z,"14,707.80",0.22,0.12,"744,100"
2021-02-23T18:30:00.000Z,"14,982.00",1.86,1.77,"403,800"
2021-02-24T18:30:00.000Z,"15,097.35",0.77,0.67,"803,900"
2021-02-25T18:30:00.000Z,"14,529.15",-3.76,-3.86,"1,103,600"
2021-02-28T18:30:00.000Z,"14,761.55",1.6,1.5,"507,300"
2021-03-01T18:30:00.000Z,"14,919.10",1.07,0.97,"621,700"
2021-03-02T18:30:00.000Z,"15,245.60",2.19,2.09,"544,200"
2021-03-03T18:30:00.000Z,"15,080.75",-1.08,-1.18,"534,900"
2021-03-04T18:30:00.000Z,"14,938.10",-0.95,-1.04,"640,700"
2021-03-07T18:30:00.000Z,"14,956.20",0.12,0.02,0
2021-03-08T18:30:00.000Z,"15,098.40",0.95,0.85,"675,300"
2021-03-09T18:30:00.000Z,"15,174.80",0.51,0.41,"404,600"
2021-03-11T18:30:00.000Z,"15,030.95",-0.95,-1.05,"493,200"
2021-03-14T18:30:00.000Z,"14,929.50",-0.67,-0.77,"467,500"
2021-03-15T18:30:00.000Z,"14,910.45",-0.13,-0.23,100
2021-03-16T18:30:00.000Z,"14,721.30",-1.27,-1.37,100
2021-03-17T18:30:00.000Z,"14,557.85",-1.11,-1.21,"542,200"
2021-03-18T18:30:00.000Z,"14,744.00",1.28,1.18,"919,200"
2021-03-21T18:30:00.000Z,"14,736.40",-0.05,-0.15,"459,000"
2021-03-22T18:30:00.000Z,"14,814.75",0.53,0.43,"474,200"
2021-03-23T18:30:00.000Z,"14,549.40",-1.79,-1.89,"456,400"
2021-03-24T18:30:00.000Z,"14,324.90",-1.54,-1.64,"606,800"
2021-03-25T18:30:00.000Z,"14,507.30",1.27,1.18,"481,000"
2021-03-29T18:30:00.000Z,"14,845.10",2.33,2.23,"594,500"
2021-03-30T18:30:00.000Z,"14,690.70",-1.04,-1.14,"463,900"
2021-03-31T18:30:00.000Z,"14,867.35",1.2,1.1,"445,000"
2021-04-04T18:30:00.000Z,"14,637.80",-1.54,-1.64,"509,700"
2021-04-05T18:30:00.000Z,"14,683.50",0.31,0.21,"475,300"
2021-04-06T18:30:00.000Z,"14,819.05",0.92,0.83,0
2021-04-07T18:30:00.000Z,"14,873.80",0.37,0.27,"514,800"
2021-04-08T18:30:00.000Z,"14,834.85",-0.26,-0.36,"504,100"
2021-04-11T18:30:00.000Z,"14,310.80",-3.53,-3.63,"650,200"
2021-04-12T18:30:00.000Z,"14,504.80",1.36,1.26,"605,100"
2021-04-14T18:30:00.000Z,"14,581.45",0.53,0.43,"568,000"
2021-04-15T18:30:00.000Z,"14,617.85",0.25,0.15,"577,200"
2021-04-18T18:30:00.000Z,"14,359.45",-1.77,-1.87,"512,300"
2021-04-19T18:30:00.000Z,"14,296.40",-0.44,-0.54,"467,400"
2021-04-21T18:30:00.000Z,"14,406.15",0.77,0.67,"524,600"
2021-04-22T18:30:00.000Z,"14,341.35",-0.45,-0.55,"498,100"
2021-04-25T18:30:00.000Z,"14,485.00",1.0,0.9,"452,700"
2021-04-26T18:30:00.000Z,"14,653.05",1.16,1.06,"451,800"
2021-04-27T18:30:00.000Z,"14,864.55",1.44,1.35,"457,000"
2021-04-28T18:30:00.000Z,"14,894.90",0.2,0.11,"517,500"
2021-04-29T18:30:00.000Z,"14,631.10",-1.77,-1.87,"613,900"
2021-05-02T18:30:00.000Z,"14,634.15",0.02,-0.08,"448,900"
2021-05-03T18:30:00.000Z,"14,496.50",-0.94,-1.04,"503,400"
2021-05-04T18:30:00.000Z,"14,617.85",0.84,0.74,"455,900"
2021-05-05T18:30:00.000Z,"14,724.80",0.73,0.63,"467,800"
2021-05-06T18:30:00.000Z,"14,823.15",0.67,0.57,"488,000"
2021-05-09T18:30:00.000Z,"14,942.35",0.8,0.71,"522,000"
2021-05-10T18:30:00.000Z,"14,850.75",-0.61,-0.71,"647,400"
2021-05-11T18:30:00.000Z,"14,696.50",-1.04,-1.14,"643,800"
2021-05-13T18:30:00.000Z,"14,677.80",-0.13,-0.23,"620,700"
2021-05-16T18:30:00.000Z,"14,923.15",1.67,1.57,"546,400"
2021-05-17T18:30:00.000Z,"15,108.10",1.24,1.14,"583,900"
2021-05-18T18:30:00.000Z,"15,030.15",-0.52,-0.61,"569,100"
2021-05-19T18:30:00.000Z,"14,906.05",-0.83,-0.92,"480,300"
2021-05-20T18:30:00.000Z,"15,175.30",1.81,1.71,"572,900"
2021-05-23T18:30:00.000Z,"15,197.70",0.15,0.05,"579,800"
2021-05-24T18:30:00.000Z,"15,208.45",0.07,-0.03,"441,500"
2021-05-25T18:30:00.000Z,"15,301.45",0.61,0.51,"384,000"
2021-05-26T18:30:00.000Z,"15,337.85",0.24,0.14,0
2021-05-27T18:30:00.000Z,"15,435.65",0.64,0.54,"468,100"
2021-05-30T18:30:00.000Z,"15,582.80",0.95,0.86,"436,000"
2021-05-31T18:30:00.000Z,"15,574.85",-0.05,-0.15,"409,600"
2021-06-01T18:30:00.000Z,"15,576.20",0.01,-0.09,"428,600"
2021-06-02T18:30:00.000Z,"15,690.35",0.73,0.63,"410,200"
2021-06-03T18:30:00.000Z,"15,670.25",-0.13,-0.23,"414,200"
2021-06-06T18:30:00.000Z,"15,751.65",0.52,0.42,"394,000"
2021-06-07T18:30:00.000Z,"15,740.10",-0.07,-0.17,"378,200"
2021-06-08T18:30:00.000Z,"15,635.35",-0.67,-0.76,"457,900"
2021-06-09T18:30:00.000Z,"15,737.75",0.65,0.56,"298,300"
2021-06-10T18:30:00.000Z,"15,799.35",0.39,0.29,"363,000"
2021-06-13T18:30:00.000Z,"15,811.85",0.08,-0.02,"392,900"
2021-06-14T18:30:00.000Z,"15,869.25",0.36,0.27,"323,300"
2021-06-15T18:30:00.000Z,"15,767.55",-0.64,-0.74,"340,200"
2021-06-16T18:30:00.000Z,"15,691.40",-0.48,-0.58,"357,600"
2021-06-17T18:30:00.000Z,"15,683.35",-0.05,-0.15,"640,800"
2021-06-20T18:30:00.000Z,"15,746.50",0.4,0.3,"351,500"
2021-06-21T18:30:00.000Z,"15,772.75",0.17,0.07,"322,200"
2021-06-22T18:30:00.000Z,"15,686.95",-0.54,-0.64,"287,500"
2021-06-23T18:30:00.000Z,"15,790.45",0.66,0.56,"316,700"
2021-06-24T18:30:00.000Z,"15,860.35",0.44,0.34,"314,600"
2021-06-27T18:30:00.000Z,"15,814.70",-0.29,-0.39,"255,100"
2021-06-28T18:30:00.000Z,"15,748.45",-0.42,-0.52,"360,300"
2021-06-29T18:30:00.000Z,"15,721.50",-0.17,-0.27,"262,400"
2021-06-30T18:30:00.000Z,"15,680.00",-0.26,-0.36,"224,900"
2021-07-01T18:30:00.000Z,"15,722.20",0.27,0.17,"254,800"
2021-07-04T18:30:00.000Z,"15,834.35",0.71,0.62,"207,000"
2021-07-05T18:30:00.000Z,"15,818.25",-0.1,-0.2,"391,400"
